index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
int_y|batter:count_type[670042:full],0.007,0.014,-0.019,0.033,0.0,0.0,2992.0,1683.0,1.0
int_y|batter:count_type[670042:other],-0.003,0.012,-0.026,0.018,0.0,0.0,3184.0,1577.0,1.0
int_y|batter:count_type[670042:two_strikes],-0.007,0.012,-0.031,0.016,0.0,0.0,3003.0,1881.0,1.0
int_y|batter:count_type[670092:batter_ahead],-0.005,0.014,-0.03,0.022,0.0,0.0,3927.0,1551.0,1.0
int_y|batter:count_type[670092:full],-0.003,0.016,-0.031,0.028,0.0,0.0,4505.0,1129.0,1.01
int_y|batter:count_type[670092:other],0.01,0.015,-0.019,0.036,0.0,0.0,4119.0,1223.0,1.0
int_y|batter:count_type[670092:two_strikes],-0.002,0.015,-0.03,0.026,0.0,0.0,5189.0,1376.0,1.0
int_y|batter:count_type[670097:batter_ahead],-0.003,0.015,-0.028,0.027,0.0,0.0,3947.0,1292.0,1.0
int_y|batter:count_type[670097:full],0.0,0.015,-0.027,0.029,0.0,0.0,3466.0,1349.0,1.01
int_y|batter:count_type[670097:other],-0.003,0.014,-0.029,0.023,0.0,0.0,4434.0,1573.0,1.0
int_y|batter:count_type[670097:two_strikes],0.005,0.015,-0.023,0.033,0.0,0.0,4656.0,1459.0,1.0
int_y|batter:count_type[670156:batter_ahead],0.004,0.014,-0.022,0.03,0.0,0.0,3922.0,1433.0,1.0
int_y|batter:count_type[670156:full],-0.003,0.015,-0.032,0.025,0.0,0.0,4158.0,1190.0,1.0
int_y|batter:count_type[670156:other],0.007,0.014,-0.019,0.034,0.0,0.0,3340.0,1422.0,1.0
int_y|batter:count_type[670156:two_strikes],-0.009,0.014,-0.036,0.017,0.0,0.0,4191.0,1484.0,1.0
int_y|batter:count_type[670223:batter_ahead],0.0,0.015,-0.027,0.029,0.0,0.0,4297.0,1471.0,1.01
int_y|batter:count_type[670223:full],0.0,0.015,-0.028,0.029,0.0,0.0,4767.0,1760.0,1.0
int_y|batter:count_type[670223:other],-0.002,0.016,-0.03,0.028,0.0,0.0,5284.0,1249.0,1.0
int_y|batter:count_type[670223:two_strikes],0.002,0.015,-0.026,0.031,0.0,0.0,3260.0,1562.0,1.0
int_y|batter:count_type[670224:batter_ahead],0.001,0.015,-0.028,0.028,0.0,0.0,3277.0,886.0,1.01
int_y|batter:count_type[670224:full],-0.0,0.015,-0.027,0.03,0.0,0.0,4730.0,1175.0,1.0
int_y|batter:count_type[670224:other],-0.003,0.015,-0.032,0.022,0.0,0.0,3479.0,1052.0,1.01
int_y|batter:count_type[670224:two_strikes],0.001,0.016,-0.028,0.03,0.0,0.0,4508.0,1290.0,1.0
int_y|batter:count_type[670242:batter_ahead],0.002,0.013,-0.023,0.026,0.0,0.0,4652.0,1663.0,1.0
int_y|batter:count_type[670242:full],0.004,0.014,-0.021,0.029,0.0,0.0,3793.0,1488.0,1.0
int_y|batter:count_type[670242:other],-0.011,0.013,-0.035,0.013,0.0,0.0,2723.0,1401.0,1.0
int_y|batter:count_type[670242:two_strikes],0.005,0.013,-0.02,0.027,0.0,0.0,4051.0,1576.0,1.0
int_y|batter:count_type[670276:batter_ahead],-0.004,0.015,-0.032,0.023,0.0,0.0,3606.0,1180.0,1.0
int_y|batter:count_type[670276:full],-0.0,0.016,-0.03,0.031,0.0,0.0,4333.0,1291.0,1.0
int_y|batter:count_type[670276:other],-0.001,0.015,-0.028,0.029,0.0,0.0,4107.0,1157.0,1.01
int_y|batter:count_type[670276:two_strikes],0.004,0.014,-0.024,0.03,0.0,0.0,4097.0,1451.0,1.0
int_y|batter:count_type[670541:batter_ahead],-0.004,0.012,-0.024,0.02,0.0,0.0,2990.0,1548.0,1.0
int_y|batter:count_type[670541:full],0.001,0.013,-0.022,0.024,0.0,0.0,3985.0,1613.0,1.0
int_y|batter:count_type[670541:other],-0.005,0.012,-0.027,0.017,0.0,0.0,2756.0,1316.0,1.0
int_y|batter:count_type[670541:two_strikes],0.008,0.012,-0.014,0.031,0.0,0.0,3697.0,1473.0,1.0
int_y|batter:count_type[670623:batter_ahead],0.035,0.012,0.012,0.058,0.0,0.0,1900.0,1558.0,1.0
int_y|batter:count_type[670623:full],-0.035,0.013,-0.06,-0.009,0.0,0.0,2073.0,1498.0,1.0
int_y|batter:count_type[670623:other],0.032,0.012,0.01,0.054,0.0,0.0,2086.0,1464.0,1.0
int_y|batter:count_type[670623:two_strikes],-0.032,0.013,-0.057,-0.009,0.0,0.0,2297.0,1569.0,1.0
int_y|batter:count_type[670764:batter_ahead],0.008,0.013,-0.017,0.033,0.0,0.0,4226.0,1649.0,1.0
int_y|batter:count_type[670764:full],-0.011,0.014,-0.037,0.016,0.0,0.0,3157.0,1442.0,1.0
int_y|batter:count_type[670764:other],0.005,0.013,-0.02,0.029,0.0,0.0,4369.0,1574.0,1.0
int_y|batter:count_type[670764:two_strikes],-0.003,0.014,-0.029,0.023,0.0,0.0,4035.0,1656.0,1.0
int_y|batter:count_type[670770:batter_ahead],-0.007,0.012,-0.031,0.015,0.0,0.0,3718.0,1652.0,1.0
int_y|batter:count_type[670770:full],-0.007,0.013,-0.029,0.019,0.0,0.0,3597.0,1652.0,1.0
int_y|batter:count_type[670770:other],0.013,0.012,-0.009,0.037,0.0,0.0,2649.0,1372.0,1.0
int_y|batter:count_type[670770:two_strikes],-0.0,0.012,-0.023,0.023,0.0,0.0,3161.0,1416.0,1.0
int_y|batter:count_type[670869:batter_ahead],-0.001,0.015,-0.027,0.03,0.0,0.0,3957.0,1128.0,1.0
int_y|batter:count_type[670869:full],0.001,0.016,-0.029,0.03,0.0,0.0,3693.0,1227.0,1.0
int_y|batter:count_type[670869:other],0.002,0.016,-0.029,0.031,0.0,0.001,3706.0,1419.0,1.0
int_y|batter:count_type[670869:two_strikes],-0.003,0.015,-0.029,0.027,0.0,0.0,4316.0,1208.0,1.0
int_y|batter:count_type[671056:batter_ahead],-0.013,0.014,-0.038,0.014,0.0,0.0,3058.0,1615.0,1.0
int_y|batter:count_type[671056:full],-0.002,0.014,-0.028,0.026,0.0,0.0,4118.0,1445.0,1.0
int_y|batter:count_type[671056:other],0.009,0.013,-0.017,0.033,0.0,0.0,3574.0,1588.0,1.0
int_y|batter:count_type[671056:two_strikes],0.007,0.014,-0.019,0.033,0.0,0.0,4176.0,1465.0,1.0
int_y|batter:count_type[671083:batter_ahead],-0.003,0.014,-0.032,0.022,0.0,0.0,4227.0,1288.0,1.01
int_y|batter:count_type[671083:full],-0.004,0.016,-0.033,0.024,0.0,0.0,4067.0,1080.0,1.0
int_y|batter:count_type[671083:other],0.002,0.015,-0.028,0.028,0.0,0.0,4108.0,1204.0,1.0
int_y|batter:count_type[671083:two_strikes],0.006,0.015,-0.019,0.035,0.0,0.0,3896.0,1378.0,1.0
int_y|batter:count_type[671117:batter_ahead],0.0,0.015,-0.031,0.027,0.0,0.0,4578.0,1099.0,1.01
int_y|batter:count_type[671117:full],0.0,0.016,-0.029,0.029,0.0,0.0,5128.0,1251.0,1.0
int_y|batter:count_type[671117:other],0.003,0.016,-0.026,0.032,0.0,0.0,3878.0,1107.0,1.0
int_y|batter:count_type[671117:two_strikes],-0.003,0.016,-0.032,0.026,0.0,0.0,4033.0,1338.0,1.0
int_y|batter:count_type[671213:batter_ahead],0.0,0.014,-0.027,0.025,0.0,0.0,4439.0,1658.0,1.0
int_y|batter:count_type[671213:full],0.005,0.014,-0.019,0.034,0.0,0.0,3716.0,1568.0,1.0
int_y|batter:count_type[671213:other],-0.011,0.013,-0.039,0.012,0.0,0.0,3155.0,1315.0,1.0
int_y|batter:count_type[671213:two_strikes],0.007,0.013,-0.02,0.031,0.0,0.0,3646.0,1715.0,1.0
int_y|batter:count_type[671218:batter_ahead],-0.006,0.013,-0.031,0.018,0.0,0.0,3891.0,1322.0,1.0
int_y|batter:count_type[671218:full],0.001,0.013,-0.025,0.025,0.0,0.0,3828.0,1496.0,1.0
int_y|batter:count_type[671218:other],-0.004,0.013,-0.026,0.021,0.0,0.0,3745.0,1634.0,1.0
int_y|batter:count_type[671218:two_strikes],0.008,0.013,-0.017,0.031,0.0,0.0,3479.0,1760.0,1.0
int_y|batter:count_type[671221:batter_ahead],-0.004,0.015,-0.035,0.022,0.0,0.0,4091.0,1422.0,1.01
int_y|batter:count_type[671221:full],0.003,0.015,-0.024,0.033,0.0,0.0,4679.0,1213.0,1.01
int_y|batter:count_type[671221:other],0.002,0.015,-0.024,0.031,0.0,0.0,3698.0,1314.0,1.0
int_y|batter:count_type[671221:two_strikes],-0.001,0.014,-0.027,0.028,0.0,0.0,3153.0,1255.0,1.01
int_y|batter:count_type[671277:batter_ahead],-0.004,0.012,-0.029,0.018,0.0,0.0,3235.0,1200.0,1.0
int_y|batter:count_type[671277:full],-0.001,0.014,-0.03,0.024,0.0,0.0,4259.0,1477.0,1.0
int_y|batter:count_type[671277:other],0.001,0.013,-0.024,0.024,0.0,0.0,3251.0,1398.0,1.0
int_y|batter:count_type[671277:two_strikes],0.004,0.013,-0.021,0.028,0.0,0.0,4231.0,1642.0,1.0
int_y|batter:count_type[671286:batter_ahead],0.002,0.014,-0.023,0.029,0.0,0.0,4324.0,1226.0,1.0
int_y|batter:count_type[671286:full],-0.0,0.015,-0.028,0.028,0.0,0.001,4240.0,1246.0,1.0
int_y|batter:count_type[671286:other],-0.001,0.015,-0.029,0.026,0.0,0.0,3262.0,1471.0,1.0
int_y|batter:count_type[671286:two_strikes],-0.002,0.015,-0.028,0.028,0.0,0.0,3917.0,1236.0,1.0
int_y|batter:count_type[671289:batter_ahead],-0.011,0.013,-0.035,0.012,0.0,0.0,3508.0,1538.0,1.0
int_y|batter:count_type[671289:full],-0.0,0.015,-0.028,0.025,0.0,0.0,3378.0,1355.0,1.0
int_y|batter:count_type[671289:other],-0.002,0.013,-0.026,0.021,0.0,0.0,3616.0,1666.0,1.0
int_y|batter:count_type[671289:two_strikes],0.013,0.013,-0.012,0.038,0.0,0.0,2859.0,1302.0,1.0
int_y|batter:count_type[671732:batter_ahead],0.008,0.013,-0.015,0.033,0.0,0.0,3119.0,1508.0,1.0
int_y|batter:count_type[671732:full],-0.009,0.014,-0.035,0.018,0.0,0.0,3863.0,1575.0,1.0
int_y|batter:count_type[671732:other],0.016,0.013,-0.007,0.041,0.0,0.0,2763.0,1199.0,1.0
int_y|batter:count_type[671732:two_strikes],-0.017,0.013,-0.041,0.009,0.0,0.0,3476.0,1259.0,1.01
int_y|batter:count_type[671739:batter_ahead],0.003,0.013,-0.021,0.027,0.0,0.0,3374.0,1677.0,1.0
int_y|batter:count_type[671739:full],-0.026,0.014,-0.052,0.001,0.0,0.0,3094.0,1514.0,1.0
int_y|batter:count_type[671739:other],0.01,0.012,-0.011,0.036,0.0,0.0,3027.0,1400.0,1.0
int_y|batter:count_type[671739:two_strikes],0.012,0.013,-0.01,0.037,0.0,0.0,3515.0,1500.0,1.0
int_y|batter:count_type[672012:batter_ahead],-0.008,0.015,-0.04,0.018,0.0,0.0,3996.0,1450.0,1.0
int_y|batter:count_type[672012:full],0.001,0.016,-0.028,0.031,0.0,0.0,3815.0,1149.0,1.0
int_y|batter:count_type[672012:other],-0.002,0.015,-0.03,0.027,0.0,0.0,3697.0,1312.0,1.0
int_y|batter:count_type[672012:two_strikes],0.01,0.015,-0.019,0.037,0.0,0.0,3861.0,1273.0,1.0
int_y|batter:count_type[672275:batter_ahead],-0.001,0.013,-0.024,0.025,0.0,0.0,3943.0,1623.0,1.0
int_y|batter:count_type[672275:full],-0.004,0.014,-0.03,0.021,0.0,0.0,4811.0,1546.0,1.0
int_y|batter:count_type[672275:other],0.005,0.013,-0.018,0.028,0.0,0.0,3341.0,1516.0,1.0
int_y|batter:count_type[672275:two_strikes],-0.001,0.013,-0.027,0.022,0.0,0.0,4611.0,1474.0,1.0
int_y|batter:count_type[672279:batter_ahead],-0.014,0.014,-0.042,0.01,0.0,0.0,3027.0,1391.0,1.0
int_y|batter:count_type[672279:full],0.012,0.015,-0.015,0.039,0.0,0.0,4175.0,1452.0,1.0
int_y|batter:count_type[672279:other],-0.004,0.014,-0.029,0.022,0.0,0.0,5160.0,1208.0,1.0
int_y|batter:count_type[672279:two_strikes],0.005,0.013,-0.021,0.028,0.0,0.0,3879.0,1785.0,1.0
int_y|batter:count_type[672284:batter_ahead],-0.009,0.013,-0.033,0.014,0.0,0.0,3095.0,1489.0,1.0
int_y|batter:count_type[672284:full],-0.003,0.013,-0.029,0.022,0.0,0.0,3818.0,1527.0,1.0
int_y|batter:count_type[672284:other],-0.0,0.012,-0.023,0.023,0.0,0.0,3408.0,1542.0,1.0
int_y|batter:count_type[672284:two_strikes],0.011,0.012,-0.012,0.035,0.0,0.0,3513.0,1702.0,1.0
int_y|batter:count_type[672356:batter_ahead],0.003,0.014,-0.021,0.029,0.0,0.0,4408.0,1744.0,1.0
int_y|batter:count_type[672356:full],-0.003,0.014,-0.029,0.026,0.0,0.0,3530.0,1387.0,1.0
int_y|batter:count_type[672356:other],0.001,0.014,-0.022,0.028,0.0,0.0,4221.0,1666.0,1.0
int_y|batter:count_type[672356:two_strikes],-0.002,0.014,-0.027,0.023,0.0,0.0,4486.0,1493.0,1.0
int_y|batter:count_type[672386:batter_ahead],-0.009,0.014,-0.035,0.018,0.0,0.0,3835.0,1334.0,1.0
int_y|batter:count_type[672386:full],0.005,0.014,-0.021,0.03,0.0,0.0,4272.0,1570.0,1.0
int_y|batter:count_type[672386:other],-0.002,0.013,-0.029,0.022,0.0,0.0,4133.0,1464.0,1.0
int_y|batter:count_type[672386:two_strikes],0.007,0.013,-0.015,0.034,0.0,0.0,4182.0,1621.0,1.0
int_y|batter:count_type[672515:batter_ahead],0.001,0.013,-0.026,0.025,0.0,0.0,4058.0,1315.0,1.0
int_y|batter:count_type[672515:full],-0.01,0.014,-0.035,0.016,0.0,0.0,3704.0,1604.0,1.0
int_y|batter:count_type[672515:other],0.009,0.013,-0.014,0.033,0.0,0.0,3704.0,1318.0,1.0
int_y|batter:count_type[672515:two_strikes],0.001,0.013,-0.025,0.025,0.0,0.0,3737.0,1335.0,1.0
int_y|batter:count_type[672569:batter_ahead],0.002,0.015,-0.025,0.031,0.0,0.0,5148.0,1539.0,1.0
int_y|batter:count_type[672569:full],0.004,0.014,-0.021,0.03,0.0,0.0,4463.0,1134.0,1.0
int_y|batter:count_type[672569:other],-0.009,0.014,-0.037,0.016,0.0,0.0,4005.0,1389.0,1.0
int_y|batter:count_type[672569:two_strikes],0.002,0.015,-0.024,0.031,0.0,0.0,4213.0,1467.0,1.0
int_y|batter:count_type[672580:batter_ahead],-0.003,0.013,-0.026,0.021,0.0,0.0,3480.0,1552.0,1.0
int_y|batter:count_type[672580:full],-0.0,0.013,-0.027,0.023,0.0,0.0,4035.0,1448.0,1.0
int_y|batter:count_type[672580:other],-0.002,0.013,-0.025,0.022,0.0,0.0,3195.0,1539.0,1.0
int_y|batter:count_type[672580:two_strikes],0.006,0.013,-0.018,0.03,0.0,0.0,3244.0,1492.0,1.0
int_y|batter:count_type[672640:batter_ahead],0.001,0.013,-0.024,0.026,0.0,0.0,3921.0,1687.0,1.0
int_y|batter:count_type[672640:full],0.003,0.014,-0.023,0.03,0.0,0.0,4675.0,1393.0,1.0
int_y|batter:count_type[672640:other],-0.003,0.012,-0.026,0.021,0.0,0.0,4188.0,1423.0,1.0
int_y|batter:count_type[672640:two_strikes],-0.001,0.013,-0.024,0.023,0.0,0.0,3676.0,1362.0,1.0
int_y|batter:count_type[672642:batter_ahead],-0.003,0.015,-0.03,0.025,0.0,0.0,4313.0,1260.0,1.0
int_y|batter:count_type[672642:full],-0.001,0.015,-0.029,0.026,0.0,0.0,3366.0,1094.0,1.0
int_y|batter:count_type[672642:other],0.003,0.015,-0.023,0.033,0.0,0.0,3958.0,1425.0,1.0
int_y|batter:count_type[672642:two_strikes],0.0,0.015,-0.029,0.028,0.0,0.0,3621.0,1052.0,1.0
int_y|batter:count_type[672695:batter_ahead],0.024,0.014,-0.003,0.05,0.0,0.0,2795.0,1646.0,1.0
int_y|batter:count_type[672695:full],-0.024,0.014,-0.051,0.005,0.0,0.0,2356.0,1575.0,1.0
int_y|batter:count_type[672695:other],0.026,0.015,0.001,0.055,0.0,0.0,2210.0,1440.0,1.0
int_y|batter:count_type[672695:two_strikes],-0.026,0.014,-0.052,-0.001,0.0,0.0,2631.0,1545.0,1.0
int_y|batter:count_type[672701:batter_ahead],0.0,0.015,-0.027,0.028,0.0,0.0,3631.0,1413.0,1.0
int_y|batter:count_type[672701:full],0.001,0.015,-0.028,0.029,0.0,0.0,4854.0,1238.0,1.0
int_y|batter:count_type[672701:other],-0.001,0.015,-0.03,0.028,0.0,0.0,4876.0,1395.0,1.0
int_y|batter:count_type[672701:two_strikes],-0.0,0.016,-0.031,0.029,0.0,0.0,3326.0,1288.0,1.0
int_y|batter:count_type[672724:batter_ahead],-0.0,0.015,-0.028,0.029,0.0,0.0,3958.0,1318.0,1.0
int_y|batter:count_type[672724:full],-0.0,0.016,-0.029,0.027,0.0,0.0,4765.0,1393.0,1.0
int_y|batter:count_type[672724:other],-0.003,0.016,-0.031,0.026,0.0,0.0,3975.0,1446.0,1.0
int_y|batter:count_type[672724:two_strikes],0.002,0.015,-0.025,0.03,0.0,0.0,3825.0,1325.0,1.0
int_y|batter:count_type[672744:batter_ahead],-0.001,0.015,-0.027,0.028,0.0,0.0,4176.0,1422.0,1.0
int_y|batter:count_type[672744:full],-0.005,0.015,-0.034,0.024,0.0,0.001,3739.0,1022.0,1.01
int_y|batter:count_type[672744:other],0.01,0.015,-0.019,0.038,0.0,0.0,3601.0,1234.0,1.0
int_y|batter:count_type[672744:two_strikes],-0.004,0.015,-0.029,0.026,0.0,0.0,4272.0,1483.0,1.0
int_y|batter:count_type[672761:batter_ahead],-0.0,0.013,-0.026,0.023,0.0,0.0,3350.0,1288.0,1.0
int_y|batter:count_type[672761:full],0.004,0.014,-0.023,0.029,0.0,0.0,3086.0,1545.0,1.0
int_y|batter:count_type[672761:other],-0.005,0.012,-0.027,0.018,0.0,0.0,4717.0,1459.0,1.0
int_y|batter:count_type[672761:two_strikes],0.0,0.013,-0.026,0.022,0.0,0.0,3615.0,1394.0,1.0
int_y|batter:count_type[672820:batter_ahead],0.006,0.013,-0.018,0.032,0.0,0.0,3724.0,1248.0,1.0
int_y|batter:count_type[672820:full],-0.003,0.014,-0.027,0.025,0.0,0.0,3411.0,1765.0,1.0
int_y|batter:count_type[672820:other],0.003,0.013,-0.023,0.026,0.0,0.0,4222.0,1325.0,1.01
int_y|batter:count_type[672820:two_strikes],-0.006,0.013,-0.03,0.018,0.0,0.0,3398.0,1586.0,1.0
int_y|batter:count_type[673237:batter_ahead],0.009,0.013,-0.015,0.032,0.0,0.0,2929.0,1489.0,1.0
int_y|batter:count_type[673237:full],-0.013,0.014,-0.039,0.013,0.0,0.0,3407.0,1593.0,1.0
int_y|batter:count_type[673237:other],0.009,0.012,-0.014,0.032,0.0,0.0,2763.0,1308.0,1.01
int_y|batter:count_type[673237:two_strikes],-0.005,0.013,-0.03,0.018,0.0,0.0,3377.0,1518.0,1.0
int_y|batter:count_type[673357:batter_ahead],-0.0,0.013,-0.026,0.022,0.0,0.0,4132.0,1769.0,1.0
int_y|batter:count_type[673357:full],-0.008,0.014,-0.034,0.019,0.0,0.0,4116.0,1471.0,1.0
int_y|batter:count_type[673357:other],0.007,0.013,-0.017,0.031,0.0,0.0,3047.0,1452.0,1.0
int_y|batter:count_type[673357:two_strikes],0.001,0.012,-0.023,0.024,0.0,0.0,3270.0,1680.0,1.0
int_y|batter:count_type[673490:batter_ahead],-0.009,0.013,-0.034,0.014,0.0,0.0,3827.0,1580.0,1.0
int_y|batter:count_type[673490:full],-0.002,0.013,-0.027,0.021,0.0,0.0,3672.0,1408.0,1.0
int_y|batter:count_type[673490:other],-0.002,0.013,-0.027,0.024,0.0,0.0,3481.0,1266.0,1.0
int_y|batter:count_type[673490:two_strikes],0.014,0.013,-0.011,0.039,0.0,0.0,3107.0,1144.0,1.01
int_y|batter:count_type[673548:batter_ahead],-0.007,0.013,-0.031,0.018,0.0,0.0,3162.0,1278.0,1.0
int_y|batter:count_type[673548:full],0.004,0.014,-0.023,0.028,0.0,0.0,3147.0,1261.0,1.0
int_y|batter:count_type[673548:other],-0.002,0.013,-0.024,0.024,0.0,0.0,3573.0,1388.0,1.0
int_y|batter:count_type[673548:two_strikes],0.005,0.012,-0.017,0.029,0.0,0.0,3271.0,1242.0,1.0
int_y|batter:count_type[673962:batter_ahead],0.004,0.013,-0.022,0.029,0.0,0.0,3846.0,1618.0,1.0
int_y|batter:count_type[673962:full],0.005,0.014,-0.023,0.032,0.0,0.0,3830.0,1423.0,1.0
int_y|batter:count_type[673962:other],-0.005,0.013,-0.031,0.019,0.0,0.0,3813.0,1650.0,1.01
int_y|batter:count_type[673962:two_strikes],-0.004,0.013,-0.029,0.021,0.0,0.0,3938.0,1538.0,1.0
int_y|batter:count_type[673995:batter_ahead],0.002,0.014,-0.025,0.03,0.0,0.0,3873.0,1467.0,1.0
int_y|batter:count_type[673995:full],-0.001,0.015,-0.03,0.03,0.0,0.0,3944.0,1373.0,1.01
int_y|batter:count_type[673995:other],-0.008,0.014,-0.034,0.018,0.0,0.0,3954.0,1476.0,1.0
int_y|batter:count_type[673995:two_strikes],0.006,0.014,-0.019,0.032,0.0,0.0,2932.0,1709.0,1.0
int_y|batter:count_type[674441:batter_ahead],-0.002,0.014,-0.028,0.026,0.0,0.0,4398.0,985.0,1.01
int_y|batter:count_type[674441:full],0.005,0.015,-0.022,0.035,0.0,0.0,3222.0,1178.0,1.0
int_y|batter:count_type[674441:other],0.002,0.014,-0.026,0.027,0.0,0.0,3232.0,1163.0,1.0
int_y|batter:count_type[674441:two_strikes],-0.005,0.014,-0.031,0.021,0.0,0.0,3607.0,1362.0,1.0
int_y|batter:count_type[675659:batter_ahead],0.0,0.015,-0.03,0.029,0.0,0.0,3584.0,1305.0,1.0
int_y|batter:count_type[675659:full],-0.0,0.015,-0.026,0.03,0.0,0.0,3179.0,1507.0,1.0
int_y|batter:count_type[675659:other],-0.002,0.015,-0.028,0.026,0.0,0.0,3711.0,1446.0,1.0
int_y|batter:count_type[675659:two_strikes],0.002,0.015,-0.026,0.028,0.0,0.0,3669.0,1384.0,1.0
int_y|batter:count_type[675961:batter_ahead],-0.02,0.016,-0.049,0.009,0.0,0.0,3052.0,1077.0,1.0
int_y|batter:count_type[675961:full],0.003,0.015,-0.023,0.035,0.0,0.0,4185.0,1205.0,1.0
int_y|batter:count_type[675961:other],0.006,0.015,-0.02,0.036,0.0,0.0,4831.0,1269.0,1.0
int_y|batter:count_type[675961:two_strikes],0.01,0.014,-0.017,0.036,0.0,0.0,4537.0,979.0,1.01
int_y|batter:count_type[676059:batter_ahead],-0.001,0.013,-0.025,0.023,0.0,0.0,3474.0,1565.0,1.0
int_y|batter:count_type[676059:full],0.002,0.014,-0.024,0.029,0.0,0.0,3930.0,1667.0,1.0
int_y|batter:count_type[676059:other],0.003,0.013,-0.019,0.028,0.0,0.0,3488.0,1775.0,1.0
int_y|batter:count_type[676059:two_strikes],-0.005,0.013,-0.027,0.019,0.0,0.0,3466.0,1474.0,1.0
int_y|batter:count_type[676070:batter_ahead],-0.001,0.015,-0.029,0.025,0.0,0.0,3690.0,1365.0,1.0
int_y|batter:count_type[676070:full],-0.0,0.016,-0.027,0.032,0.0,0.0,4006.0,931.0,1.0
int_y|batter:count_type[676070:other],0.002,0.015,-0.025,0.028,0.0,0.0,3676.0,1360.0,1.0
int_y|batter:count_type[676070:two_strikes],-0.001,0.015,-0.027,0.027,0.0,0.0,3498.0,1366.0,1.01
int_y|batter:count_type[676113:batter_ahead],-0.006,0.014,-0.033,0.021,0.0,0.0,3394.0,1438.0,1.0
int_y|batter:count_type[676113:full],-0.0,0.015,-0.027,0.027,0.0,0.001,3211.0,1181.0,1.01
int_y|batter:count_type[676113:other],0.004,0.014,-0.022,0.031,0.0,0.0,4465.0,1432.0,1.01
int_y|batter:count_type[676113:two_strikes],0.003,0.014,-0.022,0.031,0.0,0.0,3314.0,1384.0,1.0
int_y|batter:count_type[676116:batter_ahead],-0.003,0.014,-0.029,0.022,0.0,0.0,3677.0,1456.0,1.0
int_y|batter:count_type[676116:full],0.003,0.014,-0.023,0.029,0.0,0.0,4706.0,1274.0,1.01
int_y|batter:count_type[676116:other],0.005,0.014,-0.02,0.033,0.0,0.0,4750.0,1638.0,1.0
int_y|batter:count_type[676116:two_strikes],-0.005,0.014,-0.031,0.024,0.0,0.0,4125.0,1557.0,1.0
int_y|batter:count_type[676356:batter_ahead],-0.01,0.013,-0.035,0.014,0.0,0.0,4287.0,1367.0,1.0
int_y|batter:count_type[676356:full],0.004,0.014,-0.022,0.03,0.0,0.0,4545.0,1789.0,1.0
int_y|batter:count_type[676356:other],-0.009,0.013,-0.033,0.014,0.0,0.0,2587.0,1294.0,1.0
int_y|batter:count_type[676356:two_strikes],0.014,0.013,-0.011,0.037,0.0,0.0,2948.0,1665.0,1.0
int_y|batter:count_type[676369:batter_ahead],0.006,0.013,-0.021,0.029,0.0,0.0,4670.0,1761.0,1.0
int_y|batter:count_type[676369:full],0.007,0.014,-0.019,0.034,0.0,0.0,4238.0,1391.0,1.0
int_y|batter:count_type[676369:other],-0.016,0.013,-0.04,0.011,0.0,0.0,3231.0,1521.0,1.0
int_y|batter:count_type[676369:two_strikes],0.002,0.014,-0.024,0.028,0.0,0.0,4104.0,1434.0,1.0
int_y|batter:count_type[676391:batter_ahead],-0.02,0.013,-0.046,0.004,0.0,0.0,2881.0,1579.0,1.0
int_y|batter:count_type[676391:full],0.003,0.014,-0.023,0.029,0.0,0.0,4399.0,1196.0,1.0
int_y|batter:count_type[676391:other],0.003,0.013,-0.021,0.027,0.0,0.0,3140.0,1412.0,1.01
int_y|batter:count_type[676391:two_strikes],0.015,0.013,-0.007,0.039,0.0,0.0,3255.0,1367.0,1.0
int_y|batter:count_type[676439:batter_ahead],-0.002,0.015,-0.028,0.027,0.0,0.0,3956.0,1062.0,1.0
int_y|batter:count_type[676439:full],0.001,0.016,-0.03,0.028,0.0,0.0,4077.0,1473.0,1.0
int_y|batter:count_type[676439:other],0.001,0.015,-0.027,0.029,0.0,0.0,3704.0,1277.0,1.01
int_y|batter:count_type[676439:two_strikes],0.0,0.016,-0.03,0.03,0.0,0.001,5964.0,1293.0,1.0
int_y|batter:count_type[676475:batter_ahead],0.018,0.013,-0.005,0.042,0.0,0.0,2751.0,1500.0,1.0
int_y|batter:count_type[676475:full],-0.014,0.013,-0.039,0.011,0.0,0.0,2714.0,1481.0,1.0
int_y|batter:count_type[676475:other],0.016,0.013,-0.007,0.04,0.0,0.0,2714.0,1509.0,1.0
int_y|batter:count_type[676475:two_strikes],-0.02,0.012,-0.042,0.004,0.0,0.0,2630.0,1581.0,1.01
int_y|batter:count_type[676551:batter_ahead],-0.0,0.015,-0.027,0.03,0.0,0.0,3645.0,1257.0,1.01
int_y|batter:count_type[676551:full],-0.0,0.016,-0.031,0.028,0.0,0.0,3817.0,1423.0,1.01
int_y|batter:count_type[676551:other],0.0,0.015,-0.027,0.028,0.0,0.0,4589.0,1330.0,1.0
int_y|batter:count_type[676551:two_strikes],-0.0,0.014,-0.03,0.025,0.0,0.0,4206.0,1282.0,1.0
int_y|batter:count_type[676572:batter_ahead],0.002,0.015,-0.026,0.029,0.0,0.0,4068.0,1370.0,1.01
int_y|batter:count_type[676572:full],-0.002,0.015,-0.029,0.026,0.0,0.0,3616.0,1519.0,1.0
