index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
int_y_squared|batter:count_type[663604:full],0.0,0.0,-0.0,0.0,0.0,0.0,1909.0,1607.0,1.0
int_y_squared|batter:count_type[663604:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2001.0,1525.0,1.0
int_y_squared|batter:count_type[663604:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1798.0,1359.0,1.0
int_y_squared|batter:count_type[663609:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2029.0,1552.0,1.0
int_y_squared|batter:count_type[663609:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2201.0,1575.0,1.0
int_y_squared|batter:count_type[663609:other],0.0,0.0,-0.0,0.0,0.0,0.0,1839.0,1521.0,1.0
int_y_squared|batter:count_type[663609:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2025.0,1855.0,1.0
int_y_squared|batter:count_type[663616:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1805.0,1596.0,1.0
int_y_squared|batter:count_type[663616:full],0.0,0.0,-0.0,0.0,0.0,0.0,2024.0,1388.0,1.0
int_y_squared|batter:count_type[663616:other],0.0,0.0,-0.0,0.0,0.0,0.0,1931.0,1655.0,1.0
int_y_squared|batter:count_type[663616:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1881.0,1652.0,1.0
int_y_squared|batter:count_type[663624:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1951.0,1451.0,1.0
int_y_squared|batter:count_type[663624:full],0.0,0.0,-0.0,0.0,0.0,0.0,1893.0,1646.0,1.0
int_y_squared|batter:count_type[663624:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1887.0,1732.0,1.0
int_y_squared|batter:count_type[663624:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1973.0,1618.0,1.0
int_y_squared|batter:count_type[663647:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1893.0,1859.0,1.0
int_y_squared|batter:count_type[663647:full],0.0,0.0,-0.0,0.0,0.0,0.0,1886.0,1595.0,1.0
int_y_squared|batter:count_type[663647:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1924.0,1671.0,1.0
int_y_squared|batter:count_type[663647:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1912.0,1460.0,1.0
int_y_squared|batter:count_type[663656:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1713.0,1612.0,1.01
int_y_squared|batter:count_type[663656:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1958.0,1704.0,1.0
int_y_squared|batter:count_type[663656:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1840.0,1123.0,1.0
int_y_squared|batter:count_type[663656:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1908.0,1657.0,1.0
int_y_squared|batter:count_type[663662:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1857.0,1597.0,1.0
int_y_squared|batter:count_type[663662:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1951.0,1444.0,1.0
int_y_squared|batter:count_type[663662:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2087.0,1711.0,1.01
int_y_squared|batter:count_type[663662:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1916.0,1781.0,1.0
int_y_squared|batter:count_type[663697:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2101.0,1690.0,1.0
int_y_squared|batter:count_type[663697:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2055.0,1708.0,1.0
int_y_squared|batter:count_type[663697:other],0.0,0.0,-0.0,0.0,0.0,0.0,2006.0,1489.0,1.0
int_y_squared|batter:count_type[663697:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1927.0,1468.0,1.0
int_y_squared|batter:count_type[663698:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1902.0,1683.0,1.0
int_y_squared|batter:count_type[663698:full],0.0,0.0,-0.0,0.0,0.0,0.0,1939.0,1523.0,1.0
int_y_squared|batter:count_type[663698:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2011.0,1805.0,1.0
int_y_squared|batter:count_type[663698:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1923.0,1595.0,1.0
int_y_squared|batter:count_type[663728:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1928.0,1711.0,1.0
int_y_squared|batter:count_type[663728:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1913.0,1597.0,1.0
int_y_squared|batter:count_type[663728:other],0.0,0.0,-0.0,0.0,0.0,0.0,1895.0,1501.0,1.0
int_y_squared|batter:count_type[663728:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1884.0,1549.0,1.0
int_y_squared|batter:count_type[663731:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1904.0,1632.0,1.0
int_y_squared|batter:count_type[663731:full],0.0,0.0,-0.0,0.0,0.0,0.0,1935.0,1401.0,1.0
int_y_squared|batter:count_type[663731:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1843.0,1461.0,1.0
int_y_squared|batter:count_type[663731:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1918.0,1702.0,1.0
int_y_squared|batter:count_type[663743:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2072.0,1394.0,1.0
int_y_squared|batter:count_type[663743:full],0.0,0.0,-0.0,0.0,0.0,0.0,1965.0,1727.0,1.0
int_y_squared|batter:count_type[663743:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1918.0,1595.0,1.0
int_y_squared|batter:count_type[663743:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1957.0,1765.0,1.0
int_y_squared|batter:count_type[663757:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1927.0,1588.0,1.0
int_y_squared|batter:count_type[663757:full],0.0,0.0,-0.0,0.0,0.0,0.0,1988.0,1699.0,1.0
int_y_squared|batter:count_type[663757:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2067.0,1693.0,1.0
int_y_squared|batter:count_type[663757:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2029.0,1679.0,1.0
int_y_squared|batter:count_type[663796:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1905.0,1590.0,1.0
int_y_squared|batter:count_type[663796:full],0.0,0.0,-0.0,0.0,0.0,0.0,1945.0,1641.0,1.0
int_y_squared|batter:count_type[663796:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2026.0,1678.0,1.0
int_y_squared|batter:count_type[663796:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1977.0,1724.0,1.0
int_y_squared|batter:count_type[663837:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1947.0,1741.0,1.0
int_y_squared|batter:count_type[663837:full],0.0,0.0,-0.0,0.0,0.0,0.0,1807.0,1721.0,1.0
int_y_squared|batter:count_type[663837:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1921.0,1773.0,1.0
int_y_squared|batter:count_type[663837:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1907.0,1749.0,1.0
int_y_squared|batter:count_type[663853:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1891.0,1624.0,1.0
int_y_squared|batter:count_type[663853:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1979.0,1028.0,1.0
int_y_squared|batter:count_type[663853:other],0.0,0.0,-0.0,0.0,0.0,0.0,2016.0,1630.0,1.0
int_y_squared|batter:count_type[663853:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1951.0,1470.0,1.0
int_y_squared|batter:count_type[663886:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1917.0,1465.0,1.0
int_y_squared|batter:count_type[663886:full],0.0,0.0,-0.0,0.0,0.0,0.0,1770.0,1700.0,1.01
int_y_squared|batter:count_type[663886:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1881.0,1544.0,1.0
int_y_squared|batter:count_type[663886:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1915.0,1741.0,1.0
int_y_squared|batter:count_type[663897:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1977.0,1803.0,1.0
int_y_squared|batter:count_type[663897:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1984.0,1518.0,1.0
int_y_squared|batter:count_type[663897:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1907.0,1876.0,1.0
int_y_squared|batter:count_type[663897:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1897.0,1605.0,1.0
int_y_squared|batter:count_type[663898:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1955.0,1684.0,1.0
int_y_squared|batter:count_type[663898:full],0.0,0.0,-0.0,0.0,0.0,0.0,1974.0,1491.0,1.0
int_y_squared|batter:count_type[663898:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1924.0,1590.0,1.0
int_y_squared|batter:count_type[663898:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1973.0,1826.0,1.0
int_y_squared|batter:count_type[663967:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1848.0,1561.0,1.0
int_y_squared|batter:count_type[663967:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1893.0,1551.0,1.0
int_y_squared|batter:count_type[663967:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2067.0,1625.0,1.0
int_y_squared|batter:count_type[663967:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1846.0,1409.0,1.0
int_y_squared|batter:count_type[663968:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1864.0,1128.0,1.0
int_y_squared|batter:count_type[663968:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2017.0,1778.0,1.0
int_y_squared|batter:count_type[663968:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1882.0,1564.0,1.0
int_y_squared|batter:count_type[663968:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2029.0,1489.0,1.0
int_y_squared|batter:count_type[663993:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1868.0,1705.0,1.0
int_y_squared|batter:count_type[663993:full],0.0,0.0,-0.0,0.0,0.0,0.0,2019.0,1428.0,1.0
int_y_squared|batter:count_type[663993:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1861.0,1484.0,1.0
int_y_squared|batter:count_type[663993:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1994.0,1635.0,1.0
int_y_squared|batter:count_type[664023:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1995.0,1662.0,1.0
int_y_squared|batter:count_type[664023:full],0.0,0.0,-0.0,0.0,0.0,0.0,2086.0,1393.0,1.0
int_y_squared|batter:count_type[664023:other],0.0,0.0,-0.0,0.0,0.0,0.0,1891.0,1661.0,1.0
int_y_squared|batter:count_type[664023:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1954.0,1418.0,1.0
int_y_squared|batter:count_type[664034:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1873.0,1668.0,1.0
int_y_squared|batter:count_type[664034:full],0.0,0.0,-0.0,0.0,0.0,0.0,1942.0,1466.0,1.0
int_y_squared|batter:count_type[664034:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1840.0,1667.0,1.01
int_y_squared|batter:count_type[664034:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1970.0,1546.0,1.0
int_y_squared|batter:count_type[664040:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1843.0,1475.0,1.0
int_y_squared|batter:count_type[664040:full],0.0,0.0,-0.0,0.0,0.0,0.0,2007.0,1463.0,1.01
int_y_squared|batter:count_type[664040:other],0.0,0.0,-0.0,0.0,0.0,0.0,1836.0,1338.0,1.0
int_y_squared|batter:count_type[664040:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1881.0,1476.0,1.0
int_y_squared|batter:count_type[664056:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2267.0,1650.0,1.0
int_y_squared|batter:count_type[664056:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1998.0,1350.0,1.0
int_y_squared|batter:count_type[664056:other],0.0,0.0,-0.0,0.0,0.0,0.0,1757.0,1498.0,1.0
int_y_squared|batter:count_type[664056:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1894.0,1684.0,1.0
int_y_squared|batter:count_type[664059:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1981.0,1579.0,1.0
int_y_squared|batter:count_type[664059:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2047.0,1652.0,1.0
int_y_squared|batter:count_type[664059:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2057.0,1894.0,1.0
int_y_squared|batter:count_type[664059:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1926.0,1709.0,1.0
int_y_squared|batter:count_type[664068:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2025.0,1544.0,1.0
int_y_squared|batter:count_type[664068:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2011.0,1421.0,1.0
int_y_squared|batter:count_type[664068:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1943.0,1741.0,1.0
int_y_squared|batter:count_type[664068:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2018.0,1624.0,1.0
int_y_squared|batter:count_type[664238:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1961.0,1812.0,1.0
int_y_squared|batter:count_type[664238:full],0.0,0.0,-0.0,0.0,0.0,0.0,1970.0,1932.0,1.0
int_y_squared|batter:count_type[664238:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1945.0,1720.0,1.0
int_y_squared|batter:count_type[664238:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1989.0,1714.0,1.0
int_y_squared|batter:count_type[664702:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1914.0,1450.0,1.0
int_y_squared|batter:count_type[664702:full],0.0,0.0,-0.0,0.0,0.0,0.0,1742.0,1397.0,1.0
int_y_squared|batter:count_type[664702:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1975.0,1324.0,1.0
int_y_squared|batter:count_type[664702:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1941.0,1584.0,1.0
int_y_squared|batter:count_type[664728:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1775.0,1649.0,1.0
int_y_squared|batter:count_type[664728:full],0.0,0.0,-0.0,0.0,0.0,0.0,1961.0,1565.0,1.0
int_y_squared|batter:count_type[664728:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1968.0,1485.0,1.0
int_y_squared|batter:count_type[664728:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2066.0,1948.0,1.0
int_y_squared|batter:count_type[664761:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2003.0,1355.0,1.0
int_y_squared|batter:count_type[664761:full],0.0,0.0,-0.0,0.0,0.0,0.0,2079.0,1694.0,1.0
int_y_squared|batter:count_type[664761:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1914.0,1200.0,1.0
int_y_squared|batter:count_type[664761:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1963.0,1515.0,1.0
int_y_squared|batter:count_type[664770:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1924.0,1546.0,1.01
int_y_squared|batter:count_type[664770:full],0.0,0.0,-0.0,0.0,0.0,0.0,1905.0,1572.0,1.0
int_y_squared|batter:count_type[664770:other],0.0,0.0,-0.0,0.0,0.0,0.0,2071.0,1772.0,1.0
int_y_squared|batter:count_type[664770:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1878.0,1541.0,1.0
int_y_squared|batter:count_type[664774:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2095.0,1343.0,1.0
int_y_squared|batter:count_type[664774:full],0.0,0.0,-0.0,0.0,0.0,0.0,2023.0,1750.0,1.0
int_y_squared|batter:count_type[664774:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2105.0,1573.0,1.0
int_y_squared|batter:count_type[664774:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1943.0,1548.0,1.0
int_y_squared|batter:count_type[664913:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1942.0,1692.0,1.0
int_y_squared|batter:count_type[664913:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1981.0,1931.0,1.0
int_y_squared|batter:count_type[664913:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2070.0,1774.0,1.0
int_y_squared|batter:count_type[664913:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1929.0,1611.0,1.0
int_y_squared|batter:count_type[664954:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1945.0,1517.0,1.0
int_y_squared|batter:count_type[664954:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2008.0,1857.0,1.0
int_y_squared|batter:count_type[664954:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2032.0,1614.0,1.0
int_y_squared|batter:count_type[664954:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1998.0,1524.0,1.0
int_y_squared|batter:count_type[664983:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1833.0,1547.0,1.0
int_y_squared|batter:count_type[664983:full],0.0,0.0,-0.0,0.0,0.0,0.0,2016.0,1797.0,1.0
int_y_squared|batter:count_type[664983:other],0.0,0.0,-0.0,0.0,0.0,0.0,1937.0,1628.0,1.0
int_y_squared|batter:count_type[664983:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1913.0,1777.0,1.0
int_y_squared|batter:count_type[665019:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2003.0,1783.0,1.0
int_y_squared|batter:count_type[665019:full],0.0,0.0,-0.0,0.0,0.0,0.0,1933.0,1475.0,1.0
int_y_squared|batter:count_type[665019:other],0.0,0.0,-0.0,0.0,0.0,0.0,1826.0,1401.0,1.0
int_y_squared|batter:count_type[665019:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2175.0,1669.0,1.0
int_y_squared|batter:count_type[665052:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,2141.0,1630.0,1.0
int_y_squared|batter:count_type[665052:full],0.0,0.0,-0.0,0.0,0.0,0.0,2010.0,1662.0,1.0
int_y_squared|batter:count_type[665052:other],0.0,0.0,-0.0,0.0,0.0,0.0,1818.0,1472.0,1.0
int_y_squared|batter:count_type[665052:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1897.0,1778.0,1.0
int_y_squared|batter:count_type[665155:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1953.0,1524.0,1.0
int_y_squared|batter:count_type[665155:full],0.0,0.0,-0.0,0.0,0.0,0.0,2125.0,1931.0,1.0
int_y_squared|batter:count_type[665155:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1955.0,1202.0,1.0
int_y_squared|batter:count_type[665155:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1925.0,1374.0,1.0
int_y_squared|batter:count_type[665161:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2140.0,1643.0,1.0
int_y_squared|batter:count_type[665161:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1956.0,1652.0,1.0
int_y_squared|batter:count_type[665161:other],0.0,0.0,-0.0,0.0,0.0,0.0,1943.0,1553.0,1.0
int_y_squared|batter:count_type[665161:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1914.0,1358.0,1.0
int_y_squared|batter:count_type[665487:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2247.0,1637.0,1.0
int_y_squared|batter:count_type[665487:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1994.0,1775.0,1.0
int_y_squared|batter:count_type[665487:other],0.0,0.0,-0.0,0.0,0.0,0.0,1855.0,1616.0,1.0
int_y_squared|batter:count_type[665487:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1920.0,1725.0,1.0
int_y_squared|batter:count_type[665489:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,1818.0,1420.0,1.0
int_y_squared|batter:count_type[665489:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1892.0,1690.0,1.0
int_y_squared|batter:count_type[665489:other],-0.0,0.0,-0.0,0.0,0.0,0.0,2055.0,1591.0,1.0
int_y_squared|batter:count_type[665489:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1972.0,1512.0,1.0
int_y_squared|batter:count_type[665561:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2046.0,1619.0,1.0
int_y_squared|batter:count_type[665561:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1717.0,1838.0,1.0
int_y_squared|batter:count_type[665561:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1754.0,1470.0,1.0
int_y_squared|batter:count_type[665561:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2075.0,1742.0,1.0
int_y_squared|batter:count_type[665742:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2063.0,1552.0,1.0
int_y_squared|batter:count_type[665742:full],0.0,0.0,-0.0,0.0,0.0,0.0,2029.0,1653.0,1.0
int_y_squared|batter:count_type[665742:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1962.0,1436.0,1.0
int_y_squared|batter:count_type[665742:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1953.0,1429.0,1.0
int_y_squared|batter:count_type[665750:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1993.0,1637.0,1.0
int_y_squared|batter:count_type[665750:full],0.0,0.0,-0.0,0.0,0.0,0.0,2015.0,1294.0,1.0
int_y_squared|batter:count_type[665750:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1975.0,1536.0,1.0
int_y_squared|batter:count_type[665750:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2021.0,1493.0,1.0
int_y_squared|batter:count_type[665804:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,2007.0,1747.0,1.0
int_y_squared|batter:count_type[665804:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1946.0,1573.0,1.0
int_y_squared|batter:count_type[665804:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1922.0,1714.0,1.0
int_y_squared|batter:count_type[665804:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,1973.0,1545.0,1.0
int_y_squared|batter:count_type[665828:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2003.0,1570.0,1.0
int_y_squared|batter:count_type[665828:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1892.0,1570.0,1.0
int_y_squared|batter:count_type[665828:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1746.0,1135.0,1.0
int_y_squared|batter:count_type[665828:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1896.0,1514.0,1.0
int_y_squared|batter:count_type[665833:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1889.0,1606.0,1.0
int_y_squared|batter:count_type[665833:full],0.0,0.0,-0.0,0.0,0.0,0.0,1935.0,1530.0,1.0
int_y_squared|batter:count_type[665833:other],0.0,0.0,-0.0,0.0,0.0,0.0,1944.0,1821.0,1.0
int_y_squared|batter:count_type[665833:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,2076.0,1684.0,1.0
int_y_squared|batter:count_type[665839:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,2038.0,1766.0,1.0
int_y_squared|batter:count_type[665839:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2104.0,1320.0,1.0
int_y_squared|batter:count_type[665839:other],0.0,0.0,-0.0,0.0,0.0,0.0,1973.0,1832.0,1.0
int_y_squared|batter:count_type[665839:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1946.0,1375.0,1.0
int_y_squared|batter:count_type[665861:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,2015.0,1805.0,1.0
int_y_squared|batter:count_type[665861:full],0.0,0.0,-0.0,0.0,0.0,0.0,2026.0,1515.0,1.0
int_y_squared|batter:count_type[665861:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1915.0,1457.0,1.0
int_y_squared|batter:count_type[665861:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1963.0,1586.0,1.0
int_y_squared|batter:count_type[665862:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1866.0,1666.0,1.0
int_y_squared|batter:count_type[665862:full],0.0,0.0,-0.0,0.0,0.0,0.0,1862.0,1664.0,1.0
int_y_squared|batter:count_type[665862:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1995.0,1614.0,1.0
int_y_squared|batter:count_type[665862:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1897.0,1768.0,1.01
int_y_squared|batter:count_type[665877:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1997.0,1500.0,1.0
int_y_squared|batter:count_type[665877:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2018.0,1433.0,1.0
int_y_squared|batter:count_type[665877:other],0.0,0.0,-0.0,0.0,0.0,0.0,1968.0,1426.0,1.0
int_y_squared|batter:count_type[665877:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1785.0,1672.0,1.0
int_y_squared|batter:count_type[665923:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1840.0,1745.0,1.0
int_y_squared|batter:count_type[665923:full],0.0,0.0,-0.0,0.0,0.0,0.0,1883.0,1558.0,1.0
int_y_squared|batter:count_type[665923:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1975.0,1639.0,1.0
int_y_squared|batter:count_type[665923:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1894.0,1810.0,1.0
int_y_squared|batter:count_type[665926:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1705.0,1525.0,1.0
int_y_squared|batter:count_type[665926:full],-0.0,0.0,-0.0,0.0,0.0,0.0,2021.0,1456.0,1.0
int_y_squared|batter:count_type[665926:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1929.0,1732.0,1.0
int_y_squared|batter:count_type[665926:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,2030.0,1704.0,1.0
int_y_squared|batter:count_type[665953:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1913.0,1485.0,1.0
int_y_squared|batter:count_type[665953:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1967.0,1298.0,1.0
int_y_squared|batter:count_type[665953:other],0.0,0.0,-0.0,0.0,0.0,0.0,2027.0,1755.0,1.0
int_y_squared|batter:count_type[665953:two_strikes],-0.0,0.0,-0.0,0.0,0.0,0.0,1922.0,1597.0,1.0
int_y_squared|batter:count_type[665966:batter_ahead],0.0,0.0,-0.0,0.0,0.0,0.0,1907.0,1515.0,1.0
int_y_squared|batter:count_type[665966:full],0.0,0.0,-0.0,0.0,0.0,0.0,2048.0,1490.0,1.0
int_y_squared|batter:count_type[665966:other],-0.0,0.0,-0.0,0.0,0.0,0.0,1855.0,1465.0,1.0
int_y_squared|batter:count_type[665966:two_strikes],0.0,0.0,-0.0,0.0,0.0,0.0,2007.0,1557.0,1.0
int_y_squared|batter:count_type[665998:batter_ahead],-0.0,0.0,-0.0,0.0,0.0,0.0,2051.0,1837.0,1.0
int_y_squared|batter:count_type[665998:full],-0.0,0.0,-0.0,0.0,0.0,0.0,1710.0,1594.0,1.0
